gene_id	transcript_id(s)	length	D71_r1	D71_r2	EPG1_r1	EPG1_r2	R_r1	R_r2	whole_brain1	whole_brain2
FBgn0037147	FBtr0114546	2096.0	0.0	0.0	0.0	0.0	0.0	0.0	0.44	0.73
FBgn0037149	FBtr0078480,FBtr0334111	1061.0	0.28	0.0	0.0	0.0	0.0	0.0	1.86	1.30
FBgn0037150	FBtr0078485	1456.0	0.39	0.0	0.0	0.5	0.0	0.0	3.95	3.94
FBgn0037151	FBtr0078484	701.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42	0.09
FBgn0037153	FBtr0301492,FBtr0333219	8353.0	9.69	11.79	46.84	80.63	22.33	21.16	54.06	54.16
FBgn0037156	FBtr0078511	874.0	7.48	0.82	0.22	2.0	0.0	0.13	3.36	2.20
FBgn0037162	FBtr0078503	1617.0	2.23	0.69	1.09	0.63	0.19	2.66	2.51	1.93
FBgn0037163	FBtr0078508	2316.0	14.81	0.12	2.99	1.85	19.14	4.33	6.92	6.36
FBgn0037164	FBtr0078504,FBtr0345586	2458.0	10.61	6.93	0.1	2.42	0.16	0.01	3.80	4.13
FBgn0037165	FBtr0078505	992.0	1.84	0.1	0.09	0.78	0.0	8.48	0.81	0.82
FBgn0037166	FBtr0078506	1882.0	3.77	1.31	1.29	0.27	0.59	0.16	2.26	2.43
FBgn0037167	FBtr0078507	998.0	4.67	0.0	0.0	1.87	0.0	2.84	2.89	2.09
FBgn0037169	FBtr0078513,FBtr0331778	801.53	18.38	0.0	0.0	2.28	0.0	0.0	6.04	4.85
FBgn0037170	FBtr0078514	1794.0	1.88	2.92	3.64	1.3	0.0	0.11	2.00	1.67
FBgn0037171	FBtr0331779,FBtr0347081,FBtr0347082	1465.0	0.2	0.4	13.72	16.69	17.21	24.12	76.63	75.04
FBgn0037172	FBtr0078515	758.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28	0.41
FBgn0037174	FBtr0078517,FBtr0100669,FBtr0331774	1383.33	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.04
FBgn0037175	FBtr0331777	663.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34	0.29
FBgn0037176	FBtr0078518,FBtr0289975	849.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.08
FBgn0037177	FBtr0078542,FBtr0331776	650.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.00
FBgn0037178	FBtr0078541	489.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.15
FBgn0037179	FBtr0078519	566.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.00
FBgn0037180	FBtr0078520	483.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.00
FBgn0037181	FBtr0078522,FBtr0330172	1315.5	0.0	0.0	0.0	0.0	0.0	0.0	1.11	0.59
FBgn0037182	FBtr0078539,FBtr0078540,FBtr0113186,FBtr0330173,FBtr0330174,FBtr0330175,FBtr0331775	2190.0	0.04	0.07	0.0	1.82	0.04	1.55	4.21	3.52
FBgn0037183	FBtr0078538	862.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.28
FBgn0037184	FBtr0078537,FBtr0310503	1504.0	0.0	0.0	6.5	16.21	0.28	0.75	4.73	4.82
FBgn0037185	FBtr0078528	1796.0	0.67	1.89	0.0	2.7	0.0	7.35	3.89	3.46
FBgn0037186	FBtr0078536,FBtr0113188,FBtr0347061	2044.6	0.6	0.0	0.17	0.04	0.0	0.69	2.33	1.96
FBgn0037188	FBtr0078530	3790.0	1.44	1.15	2.94	2.14	2.74	0.0	7.50	6.99
FBgn0037191	FBtr0078534	809.0	3.01	0.0	14.64	0.0	0.0	0.0	1.39	2.33
FBgn0037195	FBtr0078546	1103.0	0.0	0.0	0.0	0.0	0.0	0.0	1.07	0.72
FBgn0037197	FBtr0078548	704.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10	0.18
FBgn0037199	FBtr0078577,FBtr0347060	957.0	0.37	0.0	1.32	0.23	0.19	0.23	2.52	1.91
FBgn0037200	FBtr0078552,FBtr0078553	1430.0	0.0	0.0	0.0	0.0	0.0	0.0	0.49	0.13
FBgn0037202	FBtr0078554,FBtr0332051	1663.0	0.0	0.06	0.0	0.0	4.84	0.0	1.60	0.91
FBgn0037203	FBtr0078555,FBtr0078556,FBtr0078557	2640.0	0.0	0.03	0.0	0.0	0.0	0.0	1.25	0.70
FBgn0037204	FBtr0078558,FBtr0332052	1164.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36	0.00
FBgn0037205	FBtr0078559	3559.0	0.0	0.0	0.0	0.0	0.0	0.0	0.40	0.04
FBgn0037206	FBtr0078560,FBtr0331396,FBtr0331397,FBtr0331398	1929.5	0.0	0.0	0.38	0.47	0.31	0.0	7.17	8.13
FBgn0037207	FBtr0078561,FBtr0078563	2255.0	0.0	0.0	0.0	0.0	0.0	0.0	6.18	5.96
FBgn0037213	FBtr0078961,FBtr0078962	4288.0	0.0	0.0	0.0	0.0	0.0	0.0	0.45	0.46
FBgn0037215	FBtr0078964,FBtr0306022,FBtr0336702,FBtr0336703,FBtr0336704	3031.8	0.0	0.0	0.0	0.0	0.0	0.0	2.39	3.02
FBgn0037217	FBtr0078988,FBtr0111206	1473.5	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.26
FBgn0037218	FBtr0078965,FBtr0078966,FBtr0336705,FBtr0336706	4276.0	15.52	6.02	12.37	14.17	13.23	8.52	20.24	20.21
FBgn0037220	FBtr0078985	1564.0	0.61	14.84	7.31	0.07	0.0	0.0	4.81	4.57
FBgn0037222	FBtr0089687,FBtr0089688,FBtr0309258	1306.33	0.0	0.0	0.0	0.0	0.0	0.0	0.10	0.09
FBgn0037223	FBtr0113190	1074.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.05
FBgn0037224	FBtr0078975	1235.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.41
FBgn0037225	FBtr0078982,FBtr0336709,FBtr0346145	2165.0	3.24	7.29	0.08	2.05	0.0	0.06	3.12	3.47
FBgn0037227	FBtr0078976	1067.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.11
FBgn0037228	FBtr0336480,FBtr0336481	1401.0	0.0	0.0	0.0	0.14	0.0	0.0	3.28	2.50
FBgn0037229	FBtr0113191	1502.0	2.73	0.75	3.43	4.48	2.0	0.0	27.77	25.41
FBgn0037230	FBtr0078959	2182.0	23.7	25.16	23.86	18.52	25.72	6.21	11.36	10.03
FBgn0037231	FBtr0078958,FBtr0347550	2179.16	2.03	48.35	19.97	1.45	3.76	0.0	9.71	10.61
FBgn0037232	FBtr0273009,FBtr0347365	3556.0	3.78	9.99	0.0	0.39	0.18	0.08	3.25	2.26
FBgn0037234	FBtr0078907,FBtr0100617,FBtr0336483,FBtr0336484	2817.45	9.34	6.7	2.9	14.72	11.35	0.99	18.78	19.08
FBgn0037235	FBtr0078909,FBtr0111220	1283.0	0.0	0.94	0.0	1.82	0.0	0.0	3.34	3.53
FBgn0037236	FBtr0078953,FBtr0344740	2132.5	0.0	0.0	0.0	0.0	0.0	0.0	0.32	0.43
FBgn0037238	FBtr0332449,FBtr0335201,FBtr0335202,FBtr0335203	3194.21	28.61	29.61	18.0	37.04	15.51	17.74	51.09	49.32
FBgn0037239	FBtr0078913,FBtr0078914,FBtr0078915,FBtr0078916	1320.0	10.8	0.36	3.82	1.67	0.24	0.32	3.35	3.66
FBgn0037240	FBtr0078917	4742.0	4.86	10.52	5.26	12.83	3.35	0.0	6.65	5.61
FBgn0037241	FBtr0078919,FBtr0302339	1582.0	0.84	0.18	1.12	5.03	5.05	0.0	4.13	4.69
FBgn0037242	FBtr0078950,FBtr0339552	1718.0	0.17	0.97	0.52	22.65	2.49	1.06	7.17	5.79
FBgn0037244	FBtr0290222	1178.0	2.09	0.0	0.85	0.91	0.27	0.0	4.29	3.01
FBgn0037248	FBtr0078946,FBtr0301244,FBtr0336458	4334.58	0.43	7.22	0.09	1.54	1.92	0.0	4.30	4.33
FBgn0037249	FBtr0078944,FBtr0346646	3773.0	0.73	0.26	1.83	5.67	1.9	0.02	2.19	2.17
FBgn0037250	FBtr0078925	1687.0	1.01	1.32	0.0	0.18	0.0	0.0	1.37	1.21
FBgn0037251	FBtr0078943,FBtr0346735	1025.5	0.0	1.38	0.0	1.97	0.0	0.0	1.08	1.93
FBgn0037252	FBtr0078926	3630.0	5.75	1.48	17.68	9.93	0.19	1.47	10.01	10.69
FBgn0037254	FBtr0299947	3404.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.16
FBgn0037255	FBtr0078928	2418.0	1.17	0.15	0.53	3.85	2.38	0.0	4.96	4.48
FBgn0037260	FBtr0303866	1785.0	1.47	0.05	0.05	0.06	8.89	0.0	3.64	3.35
FBgn0037261	FBtr0078894,FBtr0078895,FBtr0301297,FBtr0336457	2222.95	7.86	4.99	1.4	14.88	28.44	2.08	23.16	27.43
FBgn0037262	FBtr0078856,FBtr0078857,FBtr0305312,FBtr0336456,FBtr0345249	678.0	3.1	0.0	4.83	21.9	0.0	0.0	12.16	12.03
FBgn0037263	FBtr0301296	1139.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.45
FBgn0037265	FBtr0078861,FBtr0308820	2046.0	0.0	0.19	3.7	0.72	0.0	0.0	3.72	4.10
FBgn0037270	FBtr0078892	1301.0	8.44	3.81	0.97	2.35	41.59	0.0	6.46	6.31
FBgn0037275	FBtr0078881	2137.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31	0.30
FBgn0037276	FBtr0078880	3093.0	0.0	0.0	0.0	0.0	0.79	0.0	0.19	0.03
FBgn0037279	FBtr0078870,FBtr0078871,FBtr0345174,FBtr0345175	2499.0	2.96	0.4	2.19	1.87	0.32	0.0	4.42	3.36
FBgn0037280	FBtr0078872	1228.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.32
FBgn0037282	FBtr0078875,FBtr0334900,FBtr0334901	2916.84	5.03	4.62	10.36	7.72	1.02	1.38	8.85	11.18
FBgn0037283	FBtr0078874	603.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.11
FBgn0037284	FBtr0078873	449.0	0.0	0.0	0.0	0.0	0.0	0.0	0.78	0.17
FBgn0037288	FBtr0078848,FBtr0305965	1051.5	0.0	0.0	0.0	0.0	0.0	0.0	0.37	0.00
FBgn0037290	FBtr0078841	1116.0	0.0	0.0	0.0	0.0	0.0	0.0	0.47	0.20
FBgn0037291	FBtr0078846	2000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36	0.31
FBgn0037292	FBtr0301312	902.0	0.0	0.0	0.0	0.12	0.0	0.0	0.15	0.00
FBgn0037293	FBtr0078842	1853.0	8.02	0.0	0.23	1.91	0.0	0.0	2.99	3.22
FBgn0037294	FBtr0078773	1290.0	0.0	0.0	0.0	0.9	0.0	0.0	2.79	2.93
FBgn0037295	FBtr0110950,FBtr0339315	2389.0	0.0	0.0	1.23	2.2	0.1	0.05	7.36	6.11
FBgn0037296	FBtr0078831	1319.0	0.0	0.0	0.0	0.0	1.43	0.0	0.05	0.00
FBgn0037297	FBtr0078774,FBtr0078775,FBtr0334907	1570.0	0.85	6.45	0.22	20.99	0.0	23.36	6.13	4.87
FBgn0037298	FBtr0078828,FBtr0078829,FBtr0078830	1581.0	0.48	1.18	0.17	4.09	0.0	0.0	3.62	4.09
FBgn0037299	FBtr0078777,FBtr0305001,FBtr0305002	1013.33	0.0	0.38	0.39	0.0	0.0	0.0	4.48	5.02
FBgn0037301	FBtr0078778	3233.0	0.03	0.0	0.23	0.54	0.06	0.0	1.57	2.15
FBgn0037304	FBtr0078779,FBtr0332428	1797.0	2.97	0.0	0.0	0.34	0.0	1.24	1.44	0.98
FBgn0037305	FBtr0078821	867.0	0.0	0.0	0.0	0.0	0.0	0.0	1.99	1.72
FBgn0037307	FBtr0078820	991.0	0.31	14.64	4.36	0.0	0.0	0.0	1.42	2.05
FBgn0037310	FBtr0078784	785.0	2.44	4.65	2.38	3.68	0.0	14.31	7.21	6.01
FBgn0037312	FBtr0078807	904.0	1.81	0.0	0.32	0.12	0.0	26.57	8.03	9.82
FBgn0037313	FBtr0078785,FBtr0335000	971.07	3.35	0.11	0.9	0.59	1.08	0.0	4.04	4.33
FBgn0037315	FBtr0078803,FBtr0078804	2786.0	1.08	0.13	0.8	4.97	0.0	0.37	4.65	6.03
FBgn0037317	FBtr0100433	1260.0	0.62	1.51	17.76	2.35	0.5	0.67	3.53	3.76
FBgn0037320	FBtr0078801	948.0	0.0	0.0	0.0	0.0	0.0	0.0	0.50	0.00
FBgn0037322	FBtr0078797	1362.0	0.0	0.0	0.0	0.62	0.0	0.15	0.00	0.00
FBgn0037323	FBtr0078795,FBtr0344832	1466.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.22
FBgn0037324	FBtr0078794,FBtr0113193	1836.0	0.0	0.0	0.0	0.0	0.0	0.0	0.64	0.41
FBgn0037325	FBtr0078793	1889.0	5.63	1.07	7.03	24.42	0.59	0.05	2.80	2.25
FBgn0037326	FBtr0078679,FBtr0334742,FBtr0339972,FBtr0347006	3794.6	22.8	21.83	51.43	96.62	39.71	47.87	45.33	43.76
FBgn0037327	FBtr0078770,FBtr0330026,FBtr0330027	4169.0	1.22	2.46	5.23	1.75	22.89	0.07	3.66	3.37
FBgn0037328	FBtr0078769	621.0	1.83	14.18	14.53	14.93	0.0	0.2	10.52	15.81
FBgn0037329	FBtr0078680,FBtr0078681	1595.0	1.55	4.72	0.0	0.06	0.0	0.0	1.46	0.64
FBgn0037330	FBtr0078768	1122.0	0.09	0.09	0.0	1.82	6.9	0.0	1.70	1.69
FBgn0037332	FBtr0078683,FBtr0336769,FBtr0345253,FBtr0345254	3829.0	5.62	1.3	7.72	3.2	1.71	0.22	5.35	5.38
FBgn0037336	FBtr0078761,FBtr0078762,FBtr0336771	5593.0	3.58	2.01	16.87	4.96	9.07	6.71	16.80	16.23
FBgn0037338	FBtr0078688	2589.0	0.0	0.0	7.17	6.52	0.0	0.0	1.85	1.66
FBgn0037339	FBtr0078755,FBtr0078756,FBtr0078757	3095.0	0.73	0.03	3.65	4.66	0.15	0.28	6.21	4.77
FBgn0037340	FBtr0078754,FBtr0336763	701.5	0.0	0.0	0.0	1.76	0.0	0.0	1.68	2.29
FBgn0037341	FBtr0078689,FBtr0078692,FBtr0290215	1500.79	1.72	10.11	2.96	0.0	0.0	0.0	1.87	1.13
FBgn0037342	FBtr0078753	1114.0	0.0	0.0	2.65	3.58	0.0	0.1	0.94	0.71
FBgn0037344	FBtr0078752,FBtr0336762	8228.0	12.75	3.48	9.58	10.36	3.06	3.98	20.34	20.00
FBgn0037345	FBtr0078699	831.0	0.13	14.75	0.12	0.0	9.43	0.0	1.18	1.82
FBgn0037347	FBtr0273377,FBtr0333278,FBtr0333279	1564.99	0.18	0.0	0.0	0.78	1.63	3.49	3.89	4.80
FBgn0037350	FBtr0078740,FBtr0113194	974.0	0.21	0.0	1.76	0.75	0.0	0.0	2.60	3.09
FBgn0037351	FBtr0078705,FBtr0335214	726.93	36.15	4.05	17.28	11.8	21.42	5.12	15.47	16.87
FBgn0037354	FBtr0078708	1014.0	0.0	0.0	0.0	0.0	0.0	0.0	0.79	0.68
FBgn0037356	FBtr0078709	1424.0	6.07	0.0	0.0	0.0	0.0	0.0	0.58	0.69
FBgn0037358	FBtr0078732,FBtr0334953	1170.01	6.07	3.24	15.33	2.55	0.64	1.81	18.77	20.50
FBgn0037359	FBtr0078712	1080.0	0.0	8.98	97.89	2.61	0.6	0.0	2.82	5.16
FBgn0037360	FBtr0078730	2415.0	2.34	2.23	0.25	7.02	2.83	7.99	6.36	6.87
FBgn0037363	FBtr0078716,FBtr0334946	6282.0	4.97	8.69	24.42	13.93	5.12	7.25	24.06	23.95
FBgn0037364	FBtr0078727	2267.0	0.0	0.0	0.0	0.0	0.0	0.0	0.72	0.46
FBgn0037365	FBtr0078726,FBtr0334950	2396.0	1.38	3.75	0.43	2.28	0.0	0.0	3.73	3.39
FBgn0037368	FBtr0078720,FBtr0343988,FBtr0343989	1051.0	3.15	0.0	0.0	0.72	0.0	0.0	3.60	2.51
FBgn0037369	FBtr0078724,FBtr0301574	1591.5	0.0	1.06	0.0	0.97	0.0	0.0	1.50	1.66
FBgn0037370	FBtr0078721	1190.0	1.49	7.46	5.6	0.0	0.0	0.0	0.55	0.61
FBgn0037371	FBtr0078723	3986.0	0.13	0.0	0.31	0.1	10.7	0.0	0.82	0.69
FBgn0037372	FBtr0078678	1335.0	3.48	1.64	2.22	3.85	0.0	0.0	2.92	3.19
FBgn0037374	FBtr0078624,FBtr0078625	1649.0	17.79	3.49	9.09	9.43	2.8	29.39	24.07	21.22
FBgn0037375	FBtr0078627,FBtr0078628,FBtr0300736,FBtr0300737,FBtr0300738,FBtr0300739,FBtr0300740,FBtr0300741	2267.41	2.35	15.57	1.72	15.12	0.0	1.84	6.69	5.49
FBgn0037376	FBtr0078669,FBtr0078670	1518.0	2.26	2.34	3.43	0.71	0.0	1.61	3.01	2.33
FBgn0037377	FBtr0078630	1505.0	0.0	0.0	0.0	0.0	1.24	0.21	1.51	1.74
FBgn0037378	FBtr0078668	893.0	0.0	0.0	10.09	0.0	0.0	0.0	3.84	3.79
FBgn0037379	FBtr0078631,FBtr0335518	3469.07	4.73	0.19	0.07	1.03	0.51	5.37	5.31	5.52
FBgn0037382	FBtr0078667	2311.0	0.79	0.0	0.67	5.33	0.0	0.0	2.90	2.22
FBgn0037383	FBtr0078666,FBtr0344117	2426.0	0.13	1.99	4.02	0.7	0.04	0.04	1.87	1.60
FBgn0037384	FBtr0078638,FBtr0078639,FBtr0344116	1635.0	1.27	0.29	0.64	13.57	0.0	2.73	11.33	9.99
FBgn0037385	FBtr0078640	1118.0	0.09	0.0	0.0	0.0	0.0	0.0	0.00	0.05
FBgn0037386	FBtr0113196,FBtr0113197	2286.0	0.08	0.0	0.0	0.0	0.0	0.0	0.76	0.51
FBgn0037387	FBtr0078642,FBtr0078643,FBtr0078644,FBtr0305954	1761.0	0.64	0.0	0.0	0.0	0.0	0.0	0.94	1.49
FBgn0037388	FBtr0078645	958.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.06
FBgn0037389	FBtr0306740,FBtr0306741	524.0	0.23	0.0	0.0	0.0	0.0	0.0	0.46	0.00
FBgn0037391	FBtr0078661,FBtr0078662,FBtr0078663,FBtr0078664,FBtr0114518	2088.0	8.81	13.56	11.91	14.08	7.43	27.18	10.42	10.35
FBgn0037395	FBtr0078648,FBtr0309318	1080.0	0.0	0.0	0.87	0.3	0.0	0.1	0.31	0.05
FBgn0037396	FBtr0078623,FBtr0344315	1268.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.05
FBgn0037397	FBtr0307114	855.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.00
FBgn0037398	FBtr0078621	2371.0	0.0	0.0	0.0	0.04	0.0	0.0	0.41	0.55
FBgn0037399	FBtr0078620	1194.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.00
FBgn0037402	FBtr0078585,FBtr0309511,FBtr0309512	636.69	3.9	0.0	0.0	0.0	0.0	0.0	0.67	0.23
FBgn0037405	FBtr0078587	2302.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32	0.43
FBgn0037406	FBtr0078588	1161.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.15
FBgn0037408	FBtr0078590,FBtr0308316,FBtr0308317,FBtr0308318	2573.42	2.03	0.15	1.93	1.83	0.0	0.48	1.86	2.63
FBgn0037409	FBtr0078591	2629.0	0.0	0.0	0.0	0.04	0.0	0.0	0.16	0.06
FBgn0037410	FBtr0078592,FBtr0078593,FBtr0310413	1438.0	0.0	0.0	0.0	0.0	0.0	0.07	0.05	0.04
FBgn0037411	FBtr0078594,FBtr0310414	1255.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37	0.28
FBgn0037412	FBtr0078615,FBtr0334866	1519.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.07
FBgn0037413	FBtr0078595,FBtr0302937	890.5	0.0	0.0	0.0	0.0	0.0	0.0	0.39	0.13
FBgn0037414	FBtr0078597	2690.0	0.0	0.0	0.0	0.0	0.0	0.0	1.58	1.52
FBgn0037415	FBtr0078598	1135.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.20
FBgn0037416	FBtr0078599	1360.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.16
FBgn0037417	FBtr0078601	1731.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.00
FBgn0037418	FBtr0078614	1167.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.00
FBgn0037419	FBtr0078602	1755.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.06
FBgn0037420	FBtr0302305	679.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43	0.00
FBgn0037421	FBtr0078604	1454.0	0.0	0.0	0.0	0.0	0.0	0.0	0.65	0.38
FBgn0037422	FBtr0078605	1518.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37	0.07
FBgn0037424	FBtr0078607	1232.0	0.0	0.0	0.0	0.0	0.0	0.0	0.89	0.73
FBgn0037427	FBtr0078610,FBtr0334536,FBtr0334537,FBtr0334538	3558.5	0.0	0.0	0.0	0.0	0.0	0.0	0.35	0.31
FBgn0037428	FBtr0078611	1270.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.04
FBgn0037429	FBtr0081707,FBtr0301493	1124.5	0.0	0.0	0.0	0.0	0.0	0.0	0.46	0.15
FBgn0037430	FBtr0081708	1264.0	0.0	0.0	0.0	0.0	0.0	0.0	0.46	0.00
FBgn0037431	FBtr0081709	706.0	0.0	0.0	0.0	0.0	0.0	0.0	1.55	0.45
FBgn0037432	FBtr0081710	745.0	0.14	0.0	0.0	0.0	0.0	0.0	1.16	0.67
FBgn0037433	FBtr0081711	778.0	0.0	0.0	0.0	0.0	0.0	4.35	0.82	0.71
FBgn0037435	FBtr0081712	1409.0	0.0	0.0	0.32	0.96	0.0	0.0	1.04	1.09
FBgn0037436	FBtr0081713	837.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.14
FBgn0037439	FBtr0081717	2151.0	4.21	0.04	0.0	0.84	0.19	17.2	0.79	0.93
FBgn0037440	FBtr0081734,FBtr0110774,FBtr0344293,FBtr0347005	2267.0	1.74	0.0	0.0	0.97	0.04	2.28	1.31	0.72
FBgn0037442	FBtr0081720,FBtr0081721,FBtr0081722,FBtr0113198	2986.21	12.08	10.27	26.41	47.81	17.82	15.51	52.58	50.15
FBgn0037443	FBtr0289939,FBtr0289940,FBtr0290326,FBtr0290327,FBtr0300261	2947.1	4.14	2.97	27.7	25.3	10.39	0.59	29.44	35.02
FBgn0037445	FBtr0081730,FBtr0330192,FBtr0330193	6313.0	2.21	7.47	2.1	8.45	26.16	1.48	8.35	8.94
FBgn0037446	FBtr0081728,FBtr0302383,FBtr0330191	1463.0	2.55	0.07	1.37	0.29	0.0	0.0	3.85	4.15
FBgn0037447	FBtr0081729	2580.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.18
FBgn0037448	FBtr0081672,FBtr0081673,FBtr0081674,FBtr0308037,FBtr0308038,FBtr0308039,FBtr0339332,FBtr0339333,FBtr0339334,FBtr0344268,FBtr0344269,FBtr0344704	4347.17	0.0	0.0	0.0	0.0	0.0	0.0	3.09	2.82
FBgn0037449	FBtr0081675	1167.0	0.0	0.0	0.0	0.09	0.0	0.0	0.17	0.24
FBgn0037454	FBtr0081705	1363.0	1.7	0.0	11.45	5.68	0.0	2.6	7.63	8.21
FBgn0037455	FBtr0089748	1358.0	0.93	1.95	2.71	5.4	0.0	0.0	7.38	4.31
FBgn0037456	FBtr0081703	1398.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.08
FBgn0037460	FBtr0081701	830.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42	0.07
FBgn0037461	FBtr0081700,FBtr0337023	1001.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34	0.41
FBgn0037462	FBtr0081681	921.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.00
FBgn0037463	FBtr0081631	1098.0	0.0	0.0	0.0	0.0	0.39	0.0	0.06	0.21
FBgn0037464	FBtr0081633,FBtr0300904,FBtr0300905	2126.0	0.0	0.18	0.0	0.0	0.0	0.0	1.39	1.20
FBgn0037465	FBtr0081645	1796.0	0.26	0.15	0.49	1.13	0.17	4.19	2.87	1.63
FBgn0037466	FBtr0081634,FBtr0305315,FBtr0334667	3127.0	3.43	3.5	4.24	9.41	2.44	4.43	12.33	11.69
FBgn0037467	FBtr0081643,FBtr0305316	2482.0	6.6	6.1	0.31	0.19	0.08	0.0	4.24	5.32
FBgn0037468	FBtr0081635,FBtr0081636,FBtr0081637,FBtr0334668	1000.56	18.01	5.53	12.61	26.52	28.39	20.54	16.04	15.48
FBgn0037469	FBtr0081638	914.0	0.0	0.0	0.0	0.0	0.12	0.0	2.84	3.49
FBgn0037470	FBtr0081640,FBtr0081641,FBtr0333326	1823.8	6.82	1.69	3.16	0.11	0.0	23.16	4.84	3.51
FBgn0037472	FBtr0081563	1532.0	20.5	28.42	0.17	12.3	0.13	6.57	17.39	18.71
FBgn0037473	FBtr0081611	1657.0	7.28	0.06	2.12	2.44	0.0	0.14	4.11	4.47
FBgn0037475	FBtr0081567,FBtr0334670	1444.5	0.0	0.0	0.0	0.0	0.0	0.0	4.85	4.95
FBgn0037477	FBtr0303197	513.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.00
FBgn0037478	FBtr0081568	1016.0	0.0	0.0	0.0	0.11	0.0	0.11	1.25	1.25
FBgn0037481	FBtr0081606	943.0	4.34	0.0	0.0	0.0	0.0	0.0	1.08	1.18
FBgn0037482	FBtr0081605	2422.0	1.14	2.89	1.62	0.98	0.0	2.2	13.88	14.51
FBgn0037483	FBtr0081573,FBtr0346144	2037.0	0.0	0.0	0.48	0.3	0.0	0.05	0.15	0.38
FBgn0037485	FBtr0081603,FBtr0452102	1863.0	0.3	0.0	0.0	0.0	0.0	0.0	0.36	0.23
FBgn0037486	FBtr0081601,FBtr0332536,FBtr0332537	1469.0	1.37	0.0	0.0	0.0	0.0	0.0	0.17	0.07
FBgn0037487	FBtr0303219	4222.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.12
FBgn0037488	FBtr0303218	1472.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.07
FBgn0037489	FBtr0081599	2572.0	0.43	0.7	0.0	1.34	0.0	0.0	1.07	1.09
FBgn0037490	FBtr0081576,FBtr0339734	919.0	0.0	0.0	0.0	0.0	0.0	0.0	1.46	1.05
FBgn0037491	FBtr0081598,FBtr0339736	1174.0	0.08	0.0	0.08	0.36	0.0	0.0	3.83	4.47
FBgn0037492	FBtr0081577	1894.0	0.0	0.0	0.23	1.01	0.0	0.0	2.24	2.71
FBgn0037493	FBtr0445679	813.0	0.0	4.46	0.0	0.0	0.0	0.0	0.17	0.37
FBgn0037498	FBtr0081591	1380.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42	0.32
FBgn0037500	FBtr0081590	756.0	0.0	0.0	0.0	0.0	0.0	0.0	0.85	0.16
FBgn0037501	FBtr0336955	1935.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.33
FBgn0037502	FBtr0301649	1878.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.06
FBgn0037503	FBtr0081534	1230.0	0.0	0.0	0.0	0.0	0.0	0.0	2.26	2.14
FBgn0037504	FBtr0081559	911.0	6.9	0.11	5.34	1.23	0.0	0.0	8.18	12.39
